priority,transaction_id,cohort,merchant,amount,primary_cause,recommended_action
P2,929a878c-0f97-4891-8705-0bcf498682f7,A_NOT_APPROVED,City of Monticello,30,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,0e3e24ae-0959-4241-a9f9-0ed1235f3403,A_NOT_APPROVED,American Airlines,421.4,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,0e3e24ae-0959-4241-a9f9-0ed1235f3403,A_NOT_APPROVED,American Airlines,421.4,Awaiting approval,Add memo
P1,0e3e24ae-0959-4241-a9f9-0ed1235f3403,A_NOT_APPROVED,American Airlines,421.4,Awaiting approval,Approve transaction
P2,0e3e24ae-0959-4241-a9f9-0ed1235f3403,A_NOT_APPROVED,American Airlines,421.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c575c983-7572-47d6-8782-5549414622b7,A_NOT_APPROVED,Fedex,11.9,Awaiting approval,Approve transaction
P2,c575c983-7572-47d6-8782-5549414622b7,A_NOT_APPROVED,Fedex,11.9,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,80c91523-3dd2-4875-9bd1-f9ed0bdbeb25,A_NOT_APPROVED,Tres Gringos,16.22,Awaiting approval,Approve transaction
P2,80c91523-3dd2-4875-9bd1-f9ed0bdbeb25,A_NOT_APPROVED,Tres Gringos,16.22,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c4fd1412-9afc-40e4-95ab-b0dfb3432d6f,A_NOT_APPROVED,American Airlines,7392.59,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,c4fd1412-9afc-40e4-95ab-b0dfb3432d6f,A_NOT_APPROVED,American Airlines,7392.59,Awaiting approval,Approve transaction
P2,c4fd1412-9afc-40e4-95ab-b0dfb3432d6f,A_NOT_APPROVED,American Airlines,7392.59,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,98104761-e684-43d7-9a3f-cdbc6ffff7ff,A_NOT_APPROVED,American Airlines,474.4,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,98104761-e684-43d7-9a3f-cdbc6ffff7ff,A_NOT_APPROVED,American Airlines,474.4,Awaiting approval,Add memo
P1,98104761-e684-43d7-9a3f-cdbc6ffff7ff,A_NOT_APPROVED,American Airlines,474.4,Awaiting approval,Approve transaction
P2,98104761-e684-43d7-9a3f-cdbc6ffff7ff,A_NOT_APPROVED,American Airlines,474.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9a6b3b57-65e6-40d3-a6ec-7ec5ae5129db,A_NOT_APPROVED,Fedex,47.49,Awaiting approval,Approve transaction
P2,9a6b3b57-65e6-40d3-a6ec-7ec5ae5129db,A_NOT_APPROVED,Fedex,47.49,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b6b0b589-3e7b-4084-9ed6-4b943e3065ec,A_NOT_APPROVED,Fedex,57.21,Awaiting approval,Approve transaction
P2,b6b0b589-3e7b-4084-9ed6-4b943e3065ec,A_NOT_APPROVED,Fedex,57.21,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,76610cae-c946-4f6a-9656-3316f11ca347,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,76610cae-c946-4f6a-9656-3316f11ca347,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,753a56a2-1097-41fa-8275-5cff4bc0becf,A_NOT_APPROVED,Pti Moic Chicago,77.76,Awaiting approval,Attach receipt
P1,753a56a2-1097-41fa-8275-5cff4bc0becf,A_NOT_APPROVED,Pti Moic Chicago,77.76,Awaiting approval,Approve transaction
P2,753a56a2-1097-41fa-8275-5cff4bc0becf,A_NOT_APPROVED,Pti Moic Chicago,77.76,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,43e92c66-fea8-4cd9-a6b9-db4b165d42b5,A_NOT_APPROVED,RGN Management Limited Partnership,121.6,Awaiting approval,Attach receipt
P1,43e92c66-fea8-4cd9-a6b9-db4b165d42b5,A_NOT_APPROVED,RGN Management Limited Partnership,121.6,Awaiting approval,Add memo
P1,43e92c66-fea8-4cd9-a6b9-db4b165d42b5,A_NOT_APPROVED,RGN Management Limited Partnership,121.6,Awaiting approval,Approve transaction
P2,43e92c66-fea8-4cd9-a6b9-db4b165d42b5,A_NOT_APPROVED,RGN Management Limited Partnership,121.6,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3d203255-2d7e-4432-9155-46bca51c870d,A_NOT_APPROVED,Figma,22.58,Awaiting approval,Approve transaction
P2,3d203255-2d7e-4432-9155-46bca51c870d,A_NOT_APPROVED,Figma,22.58,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,ab7c4aa8-193d-496c-a97c-6eb98576b1cf,A_NOT_APPROVED,Microsoft Office / Azure,14.4,Awaiting approval,Approve transaction
P2,ab7c4aa8-193d-496c-a97c-6eb98576b1cf,A_NOT_APPROVED,Microsoft Office / Azure,14.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,0a073fd9-4579-41cc-bce0-fc23fd34f005,A_NOT_APPROVED,Microsoft Office / Azure,7980,Awaiting approval,Approve transaction
P2,0a073fd9-4579-41cc-bce0-fc23fd34f005,A_NOT_APPROVED,Microsoft Office / Azure,7980,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8dfbe289-0ecc-40d6-bd41-5b71f6051348,A_NOT_APPROVED,Regus,71,Awaiting approval,Approve transaction
P2,8dfbe289-0ecc-40d6-bd41-5b71f6051348,A_NOT_APPROVED,Regus,71,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,501a0e4a-3a48-4e8a-af49-ac3344886f27,A_NOT_APPROVED,Regus,266.31,Awaiting approval,Attach receipt
P1,501a0e4a-3a48-4e8a-af49-ac3344886f27,A_NOT_APPROVED,Regus,266.31,Awaiting approval,Add memo
P1,501a0e4a-3a48-4e8a-af49-ac3344886f27,A_NOT_APPROVED,Regus,266.31,Awaiting approval,Approve transaction
P2,501a0e4a-3a48-4e8a-af49-ac3344886f27,A_NOT_APPROVED,Regus,266.31,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c38e3946-1821-459d-848a-0009f8f5d340,A_NOT_APPROVED,RGN Management Limited Partnership,211.27,Awaiting approval,Attach receipt
P1,c38e3946-1821-459d-848a-0009f8f5d340,A_NOT_APPROVED,RGN Management Limited Partnership,211.27,Awaiting approval,Add memo
P1,c38e3946-1821-459d-848a-0009f8f5d340,A_NOT_APPROVED,RGN Management Limited Partnership,211.27,Awaiting approval,Approve transaction
P2,c38e3946-1821-459d-848a-0009f8f5d340,A_NOT_APPROVED,RGN Management Limited Partnership,211.27,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5a86c290-875b-4bc3-97df-e8c4105aa2ea,A_NOT_APPROVED,Fedex,28.55,Awaiting approval,Approve transaction
P2,5a86c290-875b-4bc3-97df-e8c4105aa2ea,A_NOT_APPROVED,Fedex,28.55,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,eeca6861-c4b6-4b1e-a0ac-852cf4c238e8,A_NOT_APPROVED,Amazon,14.95,Awaiting approval,Approve transaction
P2,eeca6861-c4b6-4b1e-a0ac-852cf4c238e8,A_NOT_APPROVED,Amazon,14.95,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7b1b6a18-e2c8-4e5d-ac83-03f4f9d19cff,A_NOT_APPROVED,Jamf,628,Awaiting approval,Approve transaction
P2,7b1b6a18-e2c8-4e5d-ac83-03f4f9d19cff,A_NOT_APPROVED,Jamf,628,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f293f5c5-c54a-4f06-aaa1-8bc6a5499d2b,A_NOT_APPROVED,Uber,21.23,Awaiting approval,Approve transaction
P2,f293f5c5-c54a-4f06-aaa1-8bc6a5499d2b,A_NOT_APPROVED,Uber,21.23,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,933afcb4-e2df-49c6-ab0d-f9686ce18572,A_NOT_APPROVED,IN N OUT SMOKE SHOP & CONVENIENCE,12.35,Awaiting approval,Approve transaction
P2,933afcb4-e2df-49c6-ab0d-f9686ce18572,A_NOT_APPROVED,IN N OUT SMOKE SHOP & CONVENIENCE,12.35,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,38970728-13cb-475a-a551-697f5457a8a9,A_NOT_APPROVED,Uber,13.99,Awaiting approval,Approve transaction
P2,38970728-13cb-475a-a551-697f5457a8a9,A_NOT_APPROVED,Uber,13.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fe19524b-7c76-461c-82db-edbee5dc5305,A_NOT_APPROVED,1731 Dca Istore,15.13,Awaiting approval,Approve transaction
P2,fe19524b-7c76-461c-82db-edbee5dc5305,A_NOT_APPROVED,1731 Dca Istore,15.13,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1da480a2-7294-468f-845c-a64154c5aa24,A_NOT_APPROVED,Great American Bagel Bakery,11.91,Awaiting approval,Approve transaction
P2,1da480a2-7294-468f-845c-a64154c5aa24,A_NOT_APPROVED,Great American Bagel Bakery,11.91,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1425276e-9e54-43ae-a9d2-73dec7a2e718,A_NOT_APPROVED,SJC T2 Corona Shop,4.89,Awaiting approval,Approve transaction
P2,1425276e-9e54-43ae-a9d2-73dec7a2e718,A_NOT_APPROVED,SJC T2 Corona Shop,4.89,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,be742687-d80b-4912-b95e-74c00b1d78b5,A_NOT_APPROVED,Uber,43.93,Awaiting approval,Approve transaction
P2,be742687-d80b-4912-b95e-74c00b1d78b5,A_NOT_APPROVED,Uber,43.93,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2d012b00-9e78-48b7-aeb7-163882c5fb9b,A_NOT_APPROVED,Next Day Display,224.99,Awaiting approval,Approve transaction
P2,2d012b00-9e78-48b7-aeb7-163882c5fb9b,A_NOT_APPROVED,Next Day Display,224.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b8236bab-bbaf-4502-83ba-ea8877b7ad8e,A_NOT_APPROVED,Village of Schaumburg,123.78,Awaiting approval,Approve transaction
P2,b8236bab-bbaf-4502-83ba-ea8877b7ad8e,A_NOT_APPROVED,Village of Schaumburg,123.78,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bbd5c953-441e-40e3-87dc-6dedb16b58c2,A_NOT_APPROVED,Cafe Belen,72.37,Awaiting approval,Approve transaction
P2,bbd5c953-441e-40e3-87dc-6dedb16b58c2,A_NOT_APPROVED,Cafe Belen,72.37,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,29fe51fe-b1c5-4aaa-b3fa-e1b4fde39f44,A_NOT_APPROVED,Pappadeaux Seafood Kitchen,118.41,Awaiting approval,Approve transaction
P2,29fe51fe-b1c5-4aaa-b3fa-e1b4fde39f44,A_NOT_APPROVED,Pappadeaux Seafood Kitchen,118.41,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,21c8ecd9-f9bb-44e0-8ff4-3123ae414f27,A_NOT_APPROVED,Uber,45.94,Awaiting approval,Approve transaction
P2,21c8ecd9-f9bb-44e0-8ff4-3123ae414f27,A_NOT_APPROVED,Uber,45.94,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f8af0f43-09b2-4aab-93a9-6425656a6493,A_NOT_APPROVED,Intuit,7.94,Awaiting approval,Approve transaction
P2,f8af0f43-09b2-4aab-93a9-6425656a6493,A_NOT_APPROVED,Intuit,7.94,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,edbcb465-d8bf-4d58-add4-eec95a40f83e,A_NOT_APPROVED,4imprint,427.9,Awaiting approval,Approve transaction
P2,edbcb465-d8bf-4d58-add4-eec95a40f83e,A_NOT_APPROVED,4imprint,427.9,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,17156576-0cb6-4472-b03d-65f77bdd4a11,A_NOT_APPROVED,Nick's,534.37,Awaiting approval,Approve transaction
P2,17156576-0cb6-4472-b03d-65f77bdd4a11,A_NOT_APPROVED,Nick's,534.37,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,4fb2574a-c2f1-451f-8231-fdeb3e73119e,A_NOT_APPROVED,Hudson News,4.44,Awaiting approval,Approve transaction
P2,4fb2574a-c2f1-451f-8231-fdeb3e73119e,A_NOT_APPROVED,Hudson News,4.44,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,052fab04-bc64-4c8d-9ae6-69846c5bd677,A_NOT_APPROVED,First Class Vending Inc.,3.1,Awaiting approval,Approve transaction
P2,052fab04-bc64-4c8d-9ae6-69846c5bd677,A_NOT_APPROVED,First Class Vending Inc.,3.1,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,226fed44-5132-4efb-a85d-bbf615ab5cad,A_NOT_APPROVED,Marriott,34.54,Awaiting approval,Approve transaction
P2,226fed44-5132-4efb-a85d-bbf615ab5cad,A_NOT_APPROVED,Marriott,34.54,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8ace30fe-49b8-4b56-a372-519af818380c,A_NOT_APPROVED,Uber,35.98,Awaiting approval,Approve transaction
P2,8ace30fe-49b8-4b56-a372-519af818380c,A_NOT_APPROVED,Uber,35.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,844f0227-3a88-41b4-8623-0530d35c8a77,A_NOT_APPROVED,Manhattan Beach Post,230.44,Awaiting approval,Approve transaction
P2,844f0227-3a88-41b4-8623-0530d35c8a77,A_NOT_APPROVED,Manhattan Beach Post,230.44,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1e3f8301-7473-44bb-b200-5c14ea143737,A_NOT_APPROVED,Uber,39.29,Awaiting approval,Approve transaction
P2,1e3f8301-7473-44bb-b200-5c14ea143737,A_NOT_APPROVED,Uber,39.29,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1532c677-e8a3-4ac5-b920-fd680752fa92,A_NOT_APPROVED,Avalara,2.3,Awaiting approval,Approve transaction
P2,1532c677-e8a3-4ac5-b920-fd680752fa92,A_NOT_APPROVED,Avalara,2.3,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3217d2ed-71ed-4840-b926-c1f9243345b3,A_NOT_APPROVED,zTrip,45.17,Awaiting approval,Approve transaction
P2,3217d2ed-71ed-4840-b926-c1f9243345b3,A_NOT_APPROVED,zTrip,45.17,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,4446644e-8d19-47b9-8399-db3946e9d588,A_NOT_APPROVED,Starbucks,14.61,Awaiting approval,Approve transaction
P2,4446644e-8d19-47b9-8399-db3946e9d588,A_NOT_APPROVED,Starbucks,14.61,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,42236add-1b47-4403-9145-fa7f25cc2383,A_NOT_APPROVED,Uber,27.98,Awaiting approval,Approve transaction
P2,42236add-1b47-4403-9145-fa7f25cc2383,A_NOT_APPROVED,Uber,27.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3ec07198-0a00-48d3-ac37-c9f845928049,A_NOT_APPROVED,MOO,88.19,Awaiting approval,Approve transaction
P2,3ec07198-0a00-48d3-ac37-c9f845928049,A_NOT_APPROVED,MOO,88.19,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,86ae41e8-b8d4-4b22-b709-4577948056d4,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,86ae41e8-b8d4-4b22-b709-4577948056d4,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bf65b549-cacc-479a-85da-58b85d27fb80,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,bf65b549-cacc-479a-85da-58b85d27fb80,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,dd8fa8e4-c9f9-47a9-a0ad-186b437c88ba,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,dd8fa8e4-c9f9-47a9-a0ad-186b437c88ba,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1c7b7bb0-2c03-460b-be03-0c2c748a1ab6,A_NOT_APPROVED,Mayflower Cab Company,55.43,Awaiting approval,Approve transaction
P2,1c7b7bb0-2c03-460b-be03-0c2c748a1ab6,A_NOT_APPROVED,Mayflower Cab Company,55.43,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,385dc627-c525-4612-ae4e-0175ad216df4,A_NOT_APPROVED,Uber,38.98,Awaiting approval,Approve transaction
P2,385dc627-c525-4612-ae4e-0175ad216df4,A_NOT_APPROVED,Uber,38.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8a657085-408e-48e8-8bfd-7ef610921ed9,A_NOT_APPROVED,Uber,34.98,Awaiting approval,Approve transaction
P2,8a657085-408e-48e8-8bfd-7ef610921ed9,A_NOT_APPROVED,Uber,34.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fcbb92e8-6e7c-4d84-a350-334a1e6a5fb0,A_NOT_APPROVED,Pappadeaux Seafood Kitchen,235.54,Awaiting approval,Approve transaction
P2,fcbb92e8-6e7c-4d84-a350-334a1e6a5fb0,A_NOT_APPROVED,Pappadeaux Seafood Kitchen,235.54,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,6bf21c0f-4c08-4fdf-b56f-faa8ec782253,A_NOT_APPROVED,Indeed,120,Awaiting approval,Approve transaction
P2,6bf21c0f-4c08-4fdf-b56f-faa8ec782253,A_NOT_APPROVED,Indeed,120,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,19ca1e9b-8949-4530-8f52-4778f1d08a85,A_NOT_APPROVED,Uber,32.98,Awaiting approval,Approve transaction
P2,19ca1e9b-8949-4530-8f52-4778f1d08a85,A_NOT_APPROVED,Uber,32.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8c148324-f7fc-4795-a3fe-751ad59074fd,A_NOT_APPROVED,Uber,27.9,Awaiting approval,Approve transaction
P2,8c148324-f7fc-4795-a3fe-751ad59074fd,A_NOT_APPROVED,Uber,27.9,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,34be5d0e-5905-4333-afdf-367916e68514,A_NOT_APPROVED,Uber,6,Awaiting approval,Approve transaction
P2,34be5d0e-5905-4333-afdf-367916e68514,A_NOT_APPROVED,Uber,6,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7f89dc5c-8ddf-466e-b9b1-413a24f80052,A_NOT_APPROVED,Online Visa India Visa,299,Awaiting approval,Approve transaction
P2,7f89dc5c-8ddf-466e-b9b1-413a24f80052,A_NOT_APPROVED,Online Visa India Visa,299,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fb68cd20-842f-45aa-be6f-47ba07d3a142,A_NOT_APPROVED,Doubletree By Hilton,48.92,Awaiting approval,Approve transaction
P2,fb68cd20-842f-45aa-be6f-47ba07d3a142,A_NOT_APPROVED,Doubletree By Hilton,48.92,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,97bac41d-0395-4a52-81c3-c73ffc4b43b9,A_NOT_APPROVED,Marriott,6,Awaiting approval,Approve transaction
P2,97bac41d-0395-4a52-81c3-c73ffc4b43b9,A_NOT_APPROVED,Marriott,6,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,0a183858-0228-45d7-86aa-665eeb37ec9d,A_NOT_APPROVED,Olive & Ivy,21.81,Awaiting approval,Approve transaction
P2,0a183858-0228-45d7-86aa-665eeb37ec9d,A_NOT_APPROVED,Olive & Ivy,21.81,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9327f8fb-e564-4f7d-b1a1-805d48d8111b,A_NOT_APPROVED,Terminal A,57,Awaiting approval,Approve transaction
P2,9327f8fb-e564-4f7d-b1a1-805d48d8111b,A_NOT_APPROVED,Terminal A,57,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8e62083d-88d4-4fd3-aba6-ad45a5a0ebc4,A_NOT_APPROVED,City of Eugene,75,Awaiting approval,Approve transaction
P2,8e62083d-88d4-4fd3-aba6-ad45a5a0ebc4,A_NOT_APPROVED,City of Eugene,75,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3257947a-81b1-4203-9381-8b75f8f53d8b,A_NOT_APPROVED,Anthropic,18.1,Awaiting approval,Approve transaction
P2,3257947a-81b1-4203-9381-8b75f8f53d8b,A_NOT_APPROVED,Anthropic,18.1,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,76cac300-4b60-49d7-8748-0d135d9cfb6e,A_NOT_APPROVED,Fedex,25.59,Awaiting approval,Approve transaction
P2,76cac300-4b60-49d7-8748-0d135d9cfb6e,A_NOT_APPROVED,Fedex,25.59,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,41598599-4ca3-41ae-b24e-b336dd763078,A_NOT_APPROVED,Fedex,345.07,Awaiting approval,Approve transaction
P2,41598599-4ca3-41ae-b24e-b336dd763078,A_NOT_APPROVED,Fedex,345.07,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,ac27483a-7746-4f66-b42b-1f91767e40c8,A_NOT_APPROVED,Microsoft Office / Azure,16.8,Awaiting approval,Approve transaction
P2,ac27483a-7746-4f66-b42b-1f91767e40c8,A_NOT_APPROVED,Microsoft Office / Azure,16.8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,df6e757f-1402-440d-8951-a6e3fc59862a,A_NOT_APPROVED,Ronald Reagan Washington National Airport,140,Awaiting approval,Attach receipt
P1,df6e757f-1402-440d-8951-a6e3fc59862a,A_NOT_APPROVED,Ronald Reagan Washington National Airport,140,Awaiting approval,Add memo
P1,df6e757f-1402-440d-8951-a6e3fc59862a,A_NOT_APPROVED,Ronald Reagan Washington National Airport,140,Awaiting approval,Approve transaction
P2,df6e757f-1402-440d-8951-a6e3fc59862a,A_NOT_APPROVED,Ronald Reagan Washington National Airport,140,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,db03848c-44b0-42c0-ba5d-4d99d3307228,A_NOT_APPROVED,Vonage,471.76,Awaiting approval,Approve transaction
P2,db03848c-44b0-42c0-ba5d-4d99d3307228,A_NOT_APPROVED,Vonage,471.76,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d20de0cb-11b2-4c86-b45e-335eff30c7ef,A_NOT_APPROVED,Southwest Airlines,692.81,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,d20de0cb-11b2-4c86-b45e-335eff30c7ef,A_NOT_APPROVED,Southwest Airlines,692.81,Awaiting approval,Approve transaction
P2,d20de0cb-11b2-4c86-b45e-335eff30c7ef,A_NOT_APPROVED,Southwest Airlines,692.81,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,99cb5807-bf81-424f-bb30-3a65aec765ad,A_NOT_APPROVED,Deliveroo,47.44,Awaiting approval,Approve transaction
P2,99cb5807-bf81-424f-bb30-3a65aec765ad,A_NOT_APPROVED,Deliveroo,47.44,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,734da1d5-2a37-4761-9924-18d28b7d67e2,A_NOT_APPROVED,Uber,5.9,Awaiting approval,Approve transaction
P2,734da1d5-2a37-4761-9924-18d28b7d67e2,A_NOT_APPROVED,Uber,5.9,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8059ed2b-75b4-4502-916d-2f17fc7704f3,A_NOT_APPROVED,Uber,34.42,Awaiting approval,Approve transaction
P2,8059ed2b-75b4-4502-916d-2f17fc7704f3,A_NOT_APPROVED,Uber,34.42,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a5e6a026-1bf3-4d06-b800-53b194d9490a,A_NOT_APPROVED,Cloudflare,10,Awaiting approval,Approve transaction
P2,a5e6a026-1bf3-4d06-b800-53b194d9490a,A_NOT_APPROVED,Cloudflare,10,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,95509c6e-ff3e-481e-bb36-d7f3fbbf00f2,A_NOT_APPROVED,Wix,24,Awaiting approval,Approve transaction
P2,95509c6e-ff3e-481e-bb36-d7f3fbbf00f2,A_NOT_APPROVED,Wix,24,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2d6b200d-741c-490f-ae20-072bdb4e349a,A_NOT_APPROVED,Hubspot,9207,Awaiting approval,Approve transaction
P2,2d6b200d-741c-490f-ae20-072bdb4e349a,A_NOT_APPROVED,Hubspot,9207,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3f3186b4-4a2e-42b1-9f8c-45428e87a085,A_NOT_APPROVED,Fedex,136.93,Awaiting approval,Approve transaction
P2,3f3186b4-4a2e-42b1-9f8c-45428e87a085,A_NOT_APPROVED,Fedex,136.93,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e673ac98-959e-48c7-a83e-748f824c05c0,A_NOT_APPROVED,Lark Creek Grill,40.32,Awaiting approval,Approve transaction
P2,e673ac98-959e-48c7-a83e-748f824c05c0,A_NOT_APPROVED,Lark Creek Grill,40.32,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bcc39aeb-1edf-4353-8512-7aa4803d4e6e,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Attach receipt
P1,bcc39aeb-1edf-4353-8512-7aa4803d4e6e,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Add memo
P1,bcc39aeb-1edf-4353-8512-7aa4803d4e6e,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Approve transaction
P2,bcc39aeb-1edf-4353-8512-7aa4803d4e6e,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b0cb68ad-03d4-4f24-922b-ab8188eb9d4e,A_NOT_APPROVED,Zoom,100.79,Awaiting approval,Approve transaction
P2,b0cb68ad-03d4-4f24-922b-ab8188eb9d4e,A_NOT_APPROVED,Zoom,100.79,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2848c636-7a0f-4d81-abfb-4ff6a489d01a,A_NOT_APPROVED,Fast Company,495,Awaiting approval,Approve transaction
P2,2848c636-7a0f-4d81-abfb-4ff6a489d01a,A_NOT_APPROVED,Fast Company,495,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,89fa7c1e-ba02-4277-bba2-9c3d8d96c2e7,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,89fa7c1e-ba02-4277-bba2-9c3d8d96c2e7,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Approve transaction
P2,89fa7c1e-ba02-4277-bba2-9c3d8d96c2e7,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,aece79a0-354c-4378-b98f-ae68596d88f8,A_NOT_APPROVED,Curb Taxi App,38.81,Awaiting approval,Approve transaction
P2,aece79a0-354c-4378-b98f-ae68596d88f8,A_NOT_APPROVED,Curb Taxi App,38.81,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,74e65d95-34ba-42ef-a9f7-0a891f306230,A_NOT_APPROVED,Fontainebleau Hotels,1187.07,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
